Company,Country,Date,Months,Time,Rocket,Mission,Rocket Status,Price,Mission Status,
NASA,USA,10/3/1962,September,9:13:00 AM,Atlas-D Mercury,Sigma 7 (MA-8),Retired,"$35,872,628.00 ",Success,
US Air Force,USA,10/9/1962,September,6:35:00 PM,Thor DM-21 Agena-B,FTV 1134,Retired,"$43,779,448.00 ",Success,
RVSN USSR,Kazakhstan,10/17/1962,October,9:00:00 AM,Vostok-2,Cosmos 10,Retired,"$11,012,173.00 ",Success,
General Dynamics,USA,10/18/1962,October,4:59:00 PM,Atlas-LV3 Agena-B,Ranger 5,Retired,"$32,916,231.00 ",Success,
RVSN USSR,Russia,10/20/1962,October,4:00:00 AM,Cosmos-2I (63S1),Cosmos 11,Retired,"$39,675,529.00 ",Success,
RVSN USSR,Kazakhstan,10/24/1962,October,5:55:00 PM,Molniya,2MV-4 n†­1 (Mars 1),Retired,"$15,108,693.00 ",Failure,
RVSN USSR,Russia,10/25/1962,October,7:00:00 AM,Cosmos-2I (63S1),1MS #2,Retired,"$45,518,564.00 ",Failure,
US Air Force,USA,10/26/1962,October,4:14:00 PM,Thor DM-21 Agena-D,STARAD,Retired,"$30,395,938.00 ",Success,
US Air Force,USA,10/27/1962,October,11:15:00 PM,Delta A,Explorer 15,Retired,"$27,556,524.00 ",Success,
US Air Force,USA,10/31/1962,October,8:08:00 AM,Thor-DM21 Ablestar,ANNA 1B,Retired,"$23,036,729.00 ",Success,
RVSN USSR,Kazakhstan,11/1/1962,October,4:14:00 PM,Molniya,Mars 1,Retired,"$35,786,647.00 ",Success,
RVSN USSR,Kazakhstan,11/4/1962,October,3:35:00 PM,Molniya,2MV-3 n†­1 (Mars 2),Retired,"$22,759,148.00 ",Failure,
US Air Force,USA,11/5/1962,October,10:04:00 PM,Thor DM-21 Agena-B,FTV 1136,Retired,"$16,385,445.00 ",Success,
General Dynamics,USA,11/11/1962,November,8:17:00 PM,Atlas-LV3 Agena-B,Samos 11,Retired,"$16,229,471.00 ",Success,
US Air Force,USA,11/24/1962,November,10:01:00 PM,Thor DM-21 Agena-B,FTV 1135,Retired,"$45,113,639.00 ",Success,
US Air Force,USA,12/4/1962,November,9:30:00 PM,Thor DM-21 Agena-D,FTV 1155,Retired,"$17,807,538.00 ",Success,
US Air Force,USA,12/13/1962,November,4:07:00 AM,Thor DM-21 Agena-D,Injun 3 & Others,Retired,"$41,391,947.00 ",Success,
US Air Force,USA,12/13/1962,November,11:30:00 PM,Delta B,Relay 1,Retired,"$39,178,934.00 ",Success,
US Air Force,USA,12/14/1962,December,9:26:00 PM,Thor DM-21 Agena-D,FTV 1156,Retired,"$12,229,778.00 ",Success,
NASA,USA,12/16/1962,December,2:33:00 PM,Scout X-3,Explorer 16 (S-55B),Retired,"$41,254,720.00 ",Success,
General Dynamics,USA,12/17/1962,December,8:36:00 PM,Atlas-LV3 Agena-B,Midas 6,Retired,"$31,421,952.00 ",Failure,
US Air Force,USA,12/19/1962,December,1:25:00 AM,Scout X-3,Transit-5A 1,Retired,"$20,463,277.00 ",Success,
RVSN USSR,Kazakhstan,12/22/1962,December,9:24:00 AM,Vostok-2,Cosmos 12,Retired,"$29,776,997.00 ",Success,
RVSN USSR,Kazakhstan,1/4/1963,December,8:49:00 AM,Molniya,E-6 n†­1 (Luna 4),Retired,"$36,527,083.00 ",Failure,
RVSN USSR,Kazakhstan,2/3/1963,December,9:29:00 AM,Molniya,E-6 n†­2 (Luna 4),Retired,"$29,301,296.00 ",Failure,
US Air Force,USA,2/19/1963,December,4:33:00 PM,Scout X-3M,DSAP-1 F3 (Program 35),Retired,"$22,821,216.00 ",Success,
RVSN USSR,Kazakhstan,3/21/1963,January,8:30:00 AM,Vostok-2,Cosmos 13,Retired,"$35,332,024.00 ",Success,
RVSN USSR,Kazakhstan,4/2/1963,February,8:04:00 AM,Molniya,Luna 4,Retired,"$22,883,263.00 ",Success,
US Air Force,USA,4/5/1963,February,3:01:00 AM,Scout X-3,Transit-5A 2,Retired,"$12,239,544.00 ",Failure,
RVSN USSR,Russia,4/6/1963,March,3:01:00 AM,Cosmos-2I (63S1),DS-P1 #2,Retired,"$15,425,625.00 ",Failure,
RVSN USSR,Russia,4/13/1963,April,11:00:00 AM,Cosmos-2I (63S1),Cosmos 14,Retired,"$21,751,442.00 ",Success,
RVSN USSR,Kazakhstan,4/22/1963,April,8:30:00 AM,Vostok-2,Cosmos 15,Retired,"$19,870,783.00 ",Success,
US Air Force,USA,4/26/1963,April,,Scout X-2M,DSAP-1 F4 (Program 35),Retired,"$31,466,506.00 ",Failure,
RVSN USSR,Kazakhstan,4/28/1963,April,8:49:00 AM,Vostok-2,Cosmos 16,Retired,"$21,380,602.00 ",Success,
General Dynamics,USA,5/9/1963,April,8:06:00 PM,Atlas-LV3 Agena-B,Midas 7,Retired,"$11,876,801.00 ",Success,
NASA,USA,5/15/1963,April,1:04:00 PM,Atlas-D Mercury,Faith 7 (MA-9),Retired,"$35,569,438.00 ",Success,
RVSN USSR,Russia,5/22/1963,April,3:00:00 AM,Cosmos-2I (63S1),Cosmos 17,Retired,"$30,524,934.00 ",Success,
RVSN USSR,Kazakhstan,5/24/1963,May,10:34:00 AM,Vostok-2,Cosmos 18,Retired,"$17,563,540.00 ",Success,
RVSN USSR,Russia,6/1/1963,May,,Cosmos-2I (63S1),DS-MT #1,Retired,"$41,966,110.00 ",Failure,
General Dynamics,USA,6/12/1963,May,,Atlas-LV3 Agena-B,Midas 8,Retired,"$10,913,243.00 ",Failure,
RVSN USSR,Kazakhstan,6/14/1963,May,11:58:00 AM,Vostok,Vostok 5,Retired,"$40,346,113.00 ",Success,
US Air Force,USA,6/16/1963,June,1:49:00 AM,Scout X-3,Transit-5A 3,Retired,"$33,499,165.00 ",Success,
RVSN USSR,Kazakhstan,6/16/1963,June,9:29:00 AM,Vostok,Vostok 6,Retired,"$39,671,091.00 ",Success,
US Air Force,USA,6/28/1963,June,9:19:00 PM,Scout X-4,CRL-1 (GRS),Retired,"$23,490,486.00 ",Success,
RVSN USSR,Kazakhstan,7/10/1963,June,10:03:00 AM,Vostok-2,Zenit-2 n†­12,Retired,"$25,011,838.00 ",Failure,
General Dynamics,USA,7/12/1963,June,8:46:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,"$27,011,322.00 ",Success,
General Dynamics,USA,7/19/1963,June,3:51:00 AM,Atlas-LV3 Agena-B,Midas 9,Retired,"$14,092,597.00 ",Success,
RVSN USSR,Russia,8/6/1963,July,6:00:00 AM,Cosmos-2I (63S1),Cosmos 19,Retired,"$41,167,031.00 ",Success,
RVSN USSR,Russia,8/22/1963,July,6:00:00 AM,Cosmos-2I (63S1),DS-A1 #3,Retired,"$13,535,231.00 ",Failure,
General Dynamics,USA,9/6/1963,July,7:30:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,"$17,993,284.00 ",Success,
US Air Force,USA,9/27/1963,August,11:17:00 AM,Scout X-2B,DSAP-1 F5 (Program 35),Retired,"$35,401,952.00 ",Failure,
General Dynamics,USA,10/17/1963,August,2:37:00 AM,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,"$41,824,150.00 ",Success,
RVSN USSR,Kazakhstan,10/18/1963,September,9:29:00 AM,Vostok-2,Cosmos 20,Retired,"$34,831,317.00 ",Success,
RVSN USSR,Russia,10/24/1963,September,4:30:00 AM,Cosmos-2I (63S1),DS-A1 #4,Retired,"$34,241,588.00 ",Failure,
General Dynamics,USA,10/25/1963,October,6:59:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,"$30,934,565.00 ",Success,
RVSN USSR,Kazakhstan,11/1/1963,October,8:56:00 AM,Poliot,Poliot-1,Retired,"$28,027,537.00 ",Success,
RVSN USSR,Kazakhstan,11/11/1963,October,6:23:00 AM,Molniya,Cosmos 21,Retired,"$22,785,530.00 ",Success,
RVSN USSR,Kazakhstan,11/16/1963,October,10:34:00 AM,Voskhod,Cosmos 22,Retired,"$17,651,067.00 ",Success,
General Dynamics,USA,11/27/1963,November,7:03:00 PM,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,"$33,680,529.00 ",Success,
RVSN USSR,Kazakhstan,11/28/1963,November,9:19:00 AM,Vostok-2,Zenit-2 n†­14,Retired,"$10,396,472.00 ",Failure,
RVSN USSR,Russia,12/13/1963,November,2:15:00 PM,Cosmos-2I (63S1),Cosmos 23,Retired,"$25,813,064.00 ",Success,
General Dynamics,USA,12/18/1963,November,9:45:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,"$41,198,051.00 ",Success,
RVSN USSR,Kazakhstan,12/19/1963,November,9:28:00 AM,Vostok-2,Cosmos 24,Retired,"$35,739,943.00 ",Success,
NASA,USA,12/19/1963,December,6:49:00 PM,Scout X-4,Explorer 19 (AD-A),Retired,"$25,501,407.00 ",Success,
NASA,USA,1/29/1964,December,4:25:00 PM,Saturn I,SA-5,Retired,"$45,634,206.00 ",Success,
RVSN USSR,Kazakhstan,1/30/1964,December,9:45:00 AM,Vostok,Elektron 1 & 2,Retired,"$33,912,015.00 ",Success,
General Dynamics,USA,1/30/1964,December,3:49:00 PM,Atlas-LV3 Agena-B,Ranger 6,Retired,"$44,678,743.00 ",Success,
RVSN USSR,Kazakhstan,2/19/1964,January,5:47:00 AM,Molniya,3MV-1 n†­2 (Zond 1),Retired,"$11,097,165.00 ",Failure,
General Dynamics,USA,2/25/1964,January,6:59:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,"$15,886,780.00 ",Success,
RVSN USSR,Russia,2/27/1964,January,1:26:00 PM,Cosmos-2I (63S1),Cosmos 25,Retired,"$12,465,020.00 ",Success,
General Dynamics,USA,3/11/1964,February,8:14:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,"$14,961,035.00 ",Success,
RVSN USSR,Russia,3/18/1964,February,3:07:00 PM,Cosmos-2I (63S1),Cosmos 26,Retired,"$13,697,946.00 ",Success,
RVSN USSR,Kazakhstan,3/21/1964,February,8:15:00 AM,Molniya,E-6 n†­6,Retired,"$39,866,428.00 ",Failure,
RVSN USSR,Kazakhstan,3/27/1964,March,3:24:00 AM,Molniya,Cosmos 27,Retired,"$42,061,946.00 ",Partial Failure,
RVSN USSR,Kazakhstan,4/2/1964,March,2:42:00 AM,Molniya,Zond 1,Retired,"$38,936,810.00 ",Success,
RVSN USSR,Kazakhstan,4/4/1964,March,9:45:00 AM,Vostok-2,Cosmos 28,Retired,"$29,822,569.00 ",Success,
NASA,USA,4/8/1964,March,4:01:00 PM,Titan II GLV,Gemini 1,Retired,"$41,426,361.00 ",Success,
RVSN USSR,Kazakhstan,4/12/1964,April,9:31:00 AM,Poliot,Poliot-2,Retired,"$11,592,393.00 ",Success,
RVSN USSR,Kazakhstan,4/20/1964,April,8:08:00 AM,Molniya,E-6 n†­5 (Luna 5),Retired,"$31,487,564.00 ",Failure,
General Dynamics,USA,4/23/1964,April,4:19:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,"$29,748,106.00 ",Success,
RVSN USSR,Kazakhstan,4/25/1964,April,10:21:00 AM,Vostok-2,Cosmos 29,Retired,"$31,238,056.00 ",Success,
RVSN USSR,Kazakhstan,5/18/1964,April,9:42:00 AM,Voskhod,Cosmos 30,Retired,"$36,467,516.00 ",Success,
General Dynamics,USA,5/19/1964,April,7:21:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,"$41,232,787.00 ",Success,
NASA,USA,5/28/1964,April,5:07:00 PM,Saturn I,A-101,Retired,"$30,171,855.00 ",Success,
RVSN USSR,Kazakhstan,6/4/1964,May,4:00:00 AM,Molniya,Molniya-1 n†­1,Retired,"$34,503,851.00 ",Failure,
RVSN USSR,Russia,6/6/1964,May,6:00:00 AM,Cosmos-2I (63S1),Cosmos 31,Retired,"$34,975,495.00 ",Success,
RVSN USSR,Kazakhstan,6/10/1964,May,11:00:00 AM,Vostok-2,Cosmos 32,Retired,"$10,937,222.00 ",Success,
RVSN USSR,Kazakhstan,6/23/1964,June,10:00:00 AM,Vostok-2,Cosmos 33,Retired,"$11,356,842.00 ",Success,
General Dynamics,USA,6/30/1964,June,2:04:00 PM,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,"$25,824,728.00 ",Failure,
RVSN USSR,Kazakhstan,7/1/1964,June,11:00:00 AM,Voskhod,Cosmos 34,Retired,"$19,487,395.00 ",Success,
General Dynamics,USA,7/6/1964,June,6:51:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,"$43,937,013.00 ",Success,
RVSN USSR,Kazakhstan,7/10/1964,June,,Vostok,Elektron 3 & 4,Retired,"$36,969,313.00 ",Success,
RVSN USSR,Kazakhstan,7/15/1964,July,11:27:00 AM,Vostok-2,Cosmos 35,Retired,"$33,283,205.00 ",Success,
General Dynamics,USA,7/17/1964,July,2:37:00 AM,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,"$35,710,425.00 ",Success,
General Dynamics,USA,7/28/1964,July,4:50:00 PM,Atlas-LV3 Agena-B,Ranger 7,Retired,"$10,304,151.00 ",Success,
RVSN USSR,Russia,7/30/1964,July,3:36:00 AM,Cosmos-2I (63S1),Cosmos 36,Retired,"$27,554,470.00 ",Success,
RVSN USSR,Kazakhstan,8/14/1964,July,9:30:00 AM,Vostok-2,Cosmos 37,Retired,"$36,707,484.00 ",Success,
General Dynamics,USA,8/14/1964,July,10:00:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,"$45,781,381.00 ",Success,
RVSN USSR,Kazakhstan,8/18/1964,July,9:15:00 AM,Cosmos-1 (65S3),"Cosmos 38, 39 & 40",Retired,"$12,023,642.00 ",Success,
RVSN USSR,Kazakhstan,8/22/1964,August,7:21:00 AM,Molniya,Cosmos 41,Retired,"$35,523,891.00 ",Success,
RVSN USSR,Russia,8/22/1964,August,11:02:00 AM,Cosmos-2I (63S1),Cosmos 42 & 43,Retired,"$17,015,555.00 ",Success,
RVSN USSR,Kazakhstan,8/28/1964,August,4:00:00 PM,Vostok-2M,Cosmos 44,Retired,"$32,153,001.00 ",Success,
US Air Force,USA,9/1/1964,August,3:00:00 PM,Titan IIIA,Transtage 1,Retired,"$33,730,539.00 ",Failure,
General Dynamics,USA,9/5/1964,August,1:23:00 AM,Atlas-LV3 Agena-B,OGO 1,Retired,"$30,031,258.00 ",Success,
RVSN USSR,Kazakhstan,9/13/1964,August,9:45:00 AM,Voskhod,Cosmos 45,Retired,"$41,084,353.00 ",Success,
NASA,USA,9/18/1964,September,4:22:00 PM,Saturn I,A-102,Retired,"$12,970,647.00 ",Success,
General Dynamics,USA,9/23/1964,September,1:10:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,"$28,932,281.00 ",Success,
RVSN USSR,Kazakhstan,9/24/1964,September,12:04:00 PM,Vostok-2,Cosmos 46,Retired,"$40,105,154.00 ",Success,
RVSN USSR,Kazakhstan,10/6/1964,September,7:00:00 AM,Voskhod,Cosmos 47,Retired,"$41,932,147.00 ",Success,
General Dynamics,USA,10/8/1964,September,,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,"$42,733,785.00 ",Failure,
RVSN USSR,Kazakhstan,10/12/1964,September,7:30:00 AM,Voskhod,Voskhod 1,Retired,"$19,969,900.00 ",Success,
RVSN USSR,Kazakhstan,10/14/1964,October,10:00:00 AM,Vostok-2,Cosmos 48,Retired,"$13,954,080.00 ",Success,
General Dynamics,USA,10/23/1964,October,6:30:00 PM,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,"$28,945,040.00 ",Success,
RVSN USSR,Kazakhstan,10/23/1964,October,,Cosmos-1 (65S3),"Strela-1 #4, 5, 6",Retired,"$38,066,781.00 ",Failure,
RVSN USSR,Russia,10/24/1964,October,5:16:00 AM,Cosmos-2I (63S1),Cosmos 49,Retired,"$39,864,541.00 ",Success,
RVSN USSR,Kazakhstan,10/28/1964,October,10:40:00 AM,Vostok-2,Cosmos 50,Retired,"$39,136,163.00 ",Success,
General Dynamics,USA,11/5/1964,October,7:22:00 PM,Atlas-LV3 Agena-D,Mariner 3,Retired,"$14,251,685.00 ",Failure,
General Dynamics,USA,11/28/1964,October,2:22:00 PM,Atlas-LV3 Agena-D,Mariner 4,Retired,"$25,501,605.00 ",Success,
RVSN USSR,Kazakhstan,11/30/1964,October,1:12:00 PM,Molniya,Zond 2,Retired,"$44,720,628.00 ",Success,
RVSN USSR,Russia,12/1/1964,November,,Cosmos-2I (63S1),DS-2 #2,Retired,"$19,227,832.00 ",Failure,
General Dynamics,USA,12/4/1964,November,6:57:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,"$40,179,137.00 ",Success,
RVSN USSR,Russia,12/9/1964,November,11:02:00 PM,Cosmos-2I (63S1),Cosmos 51,Retired,"$28,819,707.00 ",Success,
US Air Force,USA,12/10/1964,December,4:52:00 PM,Titan IIIA,Transtage 2,Retired,"$44,323,320.00 ",Success,
General Dynamics,USA,12/11/1964,December,2:25:00 PM,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,"$34,507,233.00 ",Partial Failure,
RVSN USSR,Kazakhstan,1/11/1965,December,9:29:00 AM,Vostok-2,Cosmos 52,Retired,"$10,350,219.00 ",Success,
NASA,USA,1/19/1965,December,2:04:00 PM,Titan II GLV,Gemini 2,Retired,"$25,931,871.00 ",Success,
General Dynamics,USA,1/21/1965,December,8:09:00 PM,Atlas-D OV1,OV1-1,Retired,"$15,611,815.00 ",Failure,
General Dynamics,USA,1/23/1965,January,8:09:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,"$11,814,180.00 ",Success,
RVSN USSR,Russia,1/30/1965,January,9:36:00 AM,Cosmos-2I (63S1),Cosmos 53,Retired,"$19,373,035.00 ",Success,
US Air Force,USA,2/11/1965,January,3:19:00 PM,Titan IIIA,LES 1,Retired,"$25,451,994.00 ",Success,
RVSN USSR,Russia,2/12/1965,January,12:00:00 PM,Cosmos-2I (63S1),DS-P1 You #2,Retired,"$45,675,578.00 ",Failure,
NASA,USA,2/16/1965,January,2:37:00 PM,Saturn I,A-103,Retired,"$24,181,362.00 ",Success,
General Dynamics,USA,2/17/1965,February,5:05:00 PM,Atlas-LV3 Agena-B,Ranger 8,Retired,"$14,734,621.00 ",Success,
RVSN USSR,Russia,2/20/1965,February,6:30:00 AM,Cosmos-2I (63S1),DS-A1 #6,Retired,"$29,313,502.00 ",Failure,
RVSN USSR,Kazakhstan,2/21/1965,February,11:00:00 AM,Cosmos-1 (65S3),"Cosmos 54, 55 & 56",Retired,"$27,392,497.00 ",Success,
RVSN USSR,Kazakhstan,2/22/1965,February,7:30:00 AM,Voskhod,Cosmos 57,Retired,"$34,287,088.00 ",Success,
RVSN USSR,Kazakhstan,2/26/1965,February,5:01:00 AM,Vostok-2M,Cosmos 58,Retired,"$22,364,877.00 ",Success,
General Dynamics,USA,3/2/1965,February,1:25:00 PM,Atlas-LV3C Centaur-C,Surveyor-SD 1,Retired,"$11,823,766.00 ",Failure,
RVSN USSR,Kazakhstan,3/7/1965,February,8:59:00 AM,Voskhod,Cosmos 59,Retired,"$30,194,381.00 ",Success,
RVSN USSR,Kazakhstan,3/12/1965,February,9:36:00 AM,Molniya,Cosmos 60,Retired,"$15,435,388.00 ",Success,
General Dynamics,USA,3/12/1965,March,7:25:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,Retired,"$31,150,792.00 ",Success,
RVSN USSR,Kazakhstan,3/15/1965,March,11:00:00 AM,Cosmos-1 (65S3),"Cosmos 61, 62 & 63",Retired,"$14,492,884.00 ",Success,
RVSN USSR,Kazakhstan,3/18/1965,March,7:00:00 AM,Voskhod,Voskhod 2,Retired,"$23,927,942.00 ",Success,
General Dynamics,USA,3/21/1965,March,9:37:00 PM,Atlas-LV3 Agena-B,Ranger 9,Retired,"$11,166,051.00 ",Success,
NASA,USA,3/23/1965,March,2:24:00 PM,Titan II GLV,Gemini 3,Retired,"$27,331,428.00 ",Success,
RVSN USSR,Kazakhstan,3/25/1965,March,10:00:00 AM,Vostok-2,Cosmos 64,Retired,"$39,829,640.00 ",Success,
General Dynamics,USA,4/3/1965,March,9:25:00 PM,Atlas-SLV3 Agena-D,SNAPSHOT,Retired,"$24,490,709.00 ",Success,
RVSN USSR,Kazakhstan,4/10/1965,March,8:15:00 AM,Molniya,E-6 n†­8 (Luna),Retired,"$37,889,994.00 ",Failure,
RVSN USSR,Kazakhstan,4/17/1965,March,9:50:00 AM,Voskhod,Cosmos 65,Retired,"$30,283,873.00 ",Success,
RVSN USSR,Kazakhstan,4/23/1965,April,1:55:00 AM,Molniya,Molniya-1 n†­3,Retired,"$21,652,902.00 ",Success,
General Dynamics,USA,4/28/1965,April,8:17:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4017,Retired,"$13,768,968.00 ",Success,
US Air Force,USA,5/6/1965,April,3:00:00 PM,Titan IIIA,LES 2 & LCS 1,Retired,"$11,908,722.00 ",Success,
RVSN USSR,Kazakhstan,5/7/1965,April,9:29:00 AM,Vostok-2,Cosmos 66,Retired,"$27,795,722.00 ",Success,
RVSN USSR,Kazakhstan,5/9/1965,April,7:45:00 AM,Molniya,Luna 5,Retired,"$33,665,899.00 ",Success,
NASA,USA,5/25/1965,May,7:35:00 AM,Saturn I,A-104,Retired,"$29,169,723.00 ",Success,
RVSN USSR,Kazakhstan,5/25/1965,May,10:50:00 AM,Voskhod,Cosmos 67,Retired,"$33,521,609.00 ",Success,
General Dynamics,USA,5/27/1965,May,7:30:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4018,Retired,"$42,347,005.00 ",Success,
General Dynamics,USA,5/28/1965,May,2:54:00 AM,Atlas-D OV1,OV1-3,Retired,"$35,467,301.00 ",Failure,
NASA,USA,6/3/1965,May,3:15:00 PM,Titan II GLV,Gemini IV,Retired,"$19,375,243.00 ",Success,
RVSN USSR,Kazakhstan,6/8/1965,May,7:41:00 AM,Molniya,Luna 6,Retired,"$18,439,457.00 ",Success,
RVSN USSR,Kazakhstan,6/15/1965,May,9:43:00 AM,Vostok-2,Cosmos 68,Retired,"$25,963,167.00 ",Success,
Martin Marietta,USA,6/18/1965,June,2:00:00 PM,Titan IIIC,Transtage 5,Retired,"$32,897,882.00 ",Success,
RVSN USSR,Kazakhstan,6/25/1965,June,9:45:00 AM,Voskhod,Cosmos 69,Retired,"$31,401,010.00 ",Success,
General Dynamics,USA,6/25/1965,June,7:30:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4019,Retired,"$43,688,584.00 ",Success,
RVSN USSR,Russia,7/2/1965,June,6:30:00 AM,Cosmos-2I (63S1),Cosmos 70,Retired,"$39,459,059.00 ",Success,
General Dynamics,USA,7/12/1965,June,7:00:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4020,Retired,"$18,475,346.00 ",Failure,
RVSN USSR,Kazakhstan,7/13/1965,June,11:00:00 AM,Vostok-2,Zenit-2 n†­28,Retired,"$31,303,996.00 ",Failure,
RVSN USSR,Kazakhstan,7/16/1965,July,3:31:00 AM,Cosmos-1 (65S3),Cosmos 71 to 75,Retired,"$40,776,973.00 ",Success,
RVSN USSR,Kazakhstan,7/16/1965,July,11:16:00 AM,Proton,Proton-1,Retired,"$44,350,812.00 ",Success,
RVSN USSR,Kazakhstan,7/18/1965,July,2:38:00 PM,Molniya,Zond 3,Retired,"$31,960,894.00 ",Success,
General Dynamics,USA,7/20/1965,July,8:27:00 AM,Atlas-LV3 Agena-D,Vela 3A/3B,Retired,"$13,389,185.00 ",Success,
RVSN USSR,Russia,7/23/1965,July,4:33:00 AM,Cosmos-2I (63S1),Cosmos 76,Retired,"$43,487,900.00 ",Success,
NASA,USA,7/30/1965,July,1:00:00 PM,Saturn I,A-105,Retired,"$26,778,439.00 ",Success,
RVSN USSR,Kazakhstan,8/3/1965,July,11:00:00 AM,Voskhod,Cosmos 77,Retired,"$11,232,772.00 ",Success,
General Dynamics,USA,8/3/1965,July,7:12:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4021,Retired,"$20,489,203.00 ",Success,
General Dynamics,USA,8/11/1965,July,2:31:00 PM,Atlas-LV3C Centaur-D,Surveyor SD-2,Retired,"$24,820,847.00 ",Success,
RVSN USSR,Kazakhstan,8/14/1965,August,10:56:00 AM,Vostok-2,Cosmos 78,Retired,"$15,797,046.00 ",Success,
NASA,USA,8/21/1965,August,1:59:00 PM,Titan II GLV,Gemini V,Retired,"$17,113,556.00 ",Success,
RVSN USSR,Kazakhstan,8/25/1965,August,10:10:00 AM,Voskhod,Cosmos 79,Retired,"$34,688,312.00 ",Success,
RVSN USSR,Kazakhstan,9/3/1965,August,3:31:00 AM,Cosmos-1 (65S3),Cosmos 80 to 84,Retired,"$39,163,821.00 ",Success,
RVSN USSR,Kazakhstan,9/9/1965,August,9:30:00 AM,Voskhod,Cosmos 85,Retired,"$29,763,086.00 ",Success,
RVSN USSR,Kazakhstan,9/18/1965,August,7:59:00 AM,Cosmos-1 (65S3),Cosmos 86 to 90,Retired,"$26,263,722.00 ",Success,
RVSN USSR,Kazakhstan,9/23/1965,September,9:00:00 AM,Voskhod,Cosmos 91,Retired,"$41,460,413.00 ",Success,
General Dynamics,USA,9/30/1965,September,7:20:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4022,Retired,"$34,469,255.00 ",Success,
RVSN USSR,Kazakhstan,10/4/1965,September,7:55:00 AM,Molniya-M /Block L,Luna 7,Retired,"$25,277,774.00 ",Success,
General Dynamics,USA,10/5/1965,September,9:07:00 AM,Atlas-D OV1,OV1-2,Retired,"$37,150,747.00 ",Success,
RVSN USSR,Kazakhstan,10/14/1965,September,6:00:00 AM,Molniya,Molniya-1 n†­4,Retired,"$39,666,328.00 ",Success,
Martin Marietta,USA,10/15/1965,October,5:23:00 PM,Titan IIIC,LCS-2 & OV2-1,Retired,"$39,814,835.00 ",Failure,
RVSN USSR,Kazakhstan,10/16/1965,October,8:14:00 AM,Voskhod,Cosmos 92,Retired,"$29,552,860.00 ",Success,
RVSN USSR,Russia,10/19/1965,October,5:44:00 AM,Cosmos-2I (63SM),Cosmos 93,Retired,"$25,325,374.00 ",Success,
General Dynamics,USA,10/25/1965,October,3:00:00 PM,Atlas-SLV3 Agena-D,GATV 5002,Retired,"$24,140,194.00 ",Failure,
RVSN USSR,Kazakhstan,10/28/1965,October,8:15:00 AM,Voskhod,Cosmos 94,Retired,"$28,848,570.00 ",Success,
RVSN USSR,Kazakhstan,11/2/1965,October,12:29:00 PM,Proton,Proton-2,Retired,"$38,357,292.00 ",Success,
RVSN USSR,Russia,11/4/1965,October,5:31:00 AM,Cosmos-2I (63SM),Cosmos 95,Retired,"$37,917,597.00 ",Success,
General Dynamics,USA,11/8/1965,October,7:26:00 PM,Atlas-SLV3 Agena-D,KH-7 Gambit 4023,Retired,"$32,996,222.00 ",Success,
RVSN USSR,Kazakhstan,11/12/1965,November,5:02:00 AM,Molniya,Venera 2,Retired,"$32,696,180.00 ",Success,
RVSN USSR,Kazakhstan,11/16/1965,November,4:19:00 AM,Molniya,Venera 3,Retired,"$37,929,530.00 ",Success,
RVSN USSR,Kazakhstan,11/23/1965,November,3:21:00 AM,Molniya,Cosmos 96,Retired,"$41,591,325.00 ",Partial Failure,
RVSN USSR,Russia,11/26/1965,November,12:14:00 PM,Cosmos-2I (63SM),Cosmos 97,Retired,"$16,996,102.00 ",Success,
Arm�e de l'Air,France,11/26/1965,November,2:47:00 PM,Diamant A,Ast�rix,Retired,"$21,529,906.00 ",Success,
